product_id,product_name,aisle_id,department_id
584,Organic Blueberry Pomegranate Whole Milk Yogurt,120,16
585,Pretzel Thins Parmesan Herb Crackers,78,19
586,Geranium Daily Bar Soap,25,11
587,Air Effects Gain Island Fresh,101,17
588,Special K Original Cereal,121,14
589,Salsa Roja,51,13
590,Almonds Roasted and Salted,117,19
591,Oreo Cookies and Cream Chocolate Frozen Dairy Dessert,37,1
592,SpongeBob Shapes Macaroni & Cheese Dinner,4,9
593,"Linguine, No. 6",131,9
594,Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars,3,19
595,Injera Flat Bread,128,3
596,Dailyfoods Vitamin D-3 2000 IU,47,11
597,Chicken & Brown Rice Formula Cat Food,41,8
598,Cabernet Sauvignon California,28,5
599,Floor Care Tile & Vinyl Floor Finish Clean Scent,114,17
600,Thick & Zesty Spaghetti Sauce Mix,104,13
601,Organic Crunchy Slaw Americana Salad,123,4
602,Banana Chocolate Chip,52,1
603,NasaFlo Neti Pot Sinus Relief with Premixed,11,11
604,Cookie Sheets,10,17
605,Natural Liquid Laundry Detergent - Blue Eucalyptus and Lavender,75,17
606,Salted Caramel Ice Cream,37,1
607,Goober Strawberry,88,13
608,Sparkling Lemon Seltzer Water,115,7
609,Clarified Lime Juice,17,13
610,Mac & Cheezy Ravioli For Kids,38,1
611,Uncured Hard Salami,96,20
612,"Rice, Extra Long Grain, Enriched",63,9
613,"Infinity Always Infinity Size 2 Super Pads with Wings, Unscented, 16 ct Feminine Care",126,11
614,Plain Dairy-Free Probiotic Drinkable Cashewgurt,100,21
615,Supreme Pretzel Crackers,107,19
616,Silken Tofu,14,20
617,Organic Mozzarella,21,16
618,Apple Sparkling Juice Beverage,98,7
619,Spanish Peanuts,117,19
620,Norwegian Salmon Oil Omega-3s EPA & DHA Dietary Supplement Soft Gels 1000 mg,47,11
621,98% Fat Free Cream Of Chicken Soup,69,15
622,Fudge Brownies with English Walnuts,61,19
623,Fun Size Snacks,45,19
624,Chub Chorizo,100,21
625,"Chicken Breast Nuggets, Dinosaur Shaped",34,1
626,Organic Hearty Garden Vegetable Soup,69,15
627,Low Fat Honey Graham Crackers,61,19
628,Fresh Oj,98,7
629,Probiotics Women 50 & Wiser Vegetarian Capsules,70,11
630,Snack Size Candy,45,19
631,Original Puffcorn,107,19
632,Satin Care Sensitive Skin Shave Gel,55,11
633,Coconut Milk Creamer Barista Style Original,91,16
634,Organic California Blend,116,1
635,Little Bites Snickerdoodle Muffins,61,19
636,Red Raspberry Jam,88,13
637,Multigrain Peanut Butter Cereal,121,14
638,Won Ton Wrappers,66,6
639,Green Berry Rush Juice Drink,98,7
640,Spicy Tomato & Basil Pasta Sauce,9,9
641,Cheddar Cheese Curds,21,16
642,Three Cheese Ravioli,12,9
643,"Kidney Beans, Dark, Premium",30,6
644,Organic Southwestern Vegetable Soup,69,15
645,"Prenatal One, Tablets",47,11
646,Organic Fruit Punch,98,7
647,Melanie Medleys Vegetable Cream Cheese,53,16
648,Elbow Macaroni,131,9
649,Classic coke,77,7
650,Pop'n Hot! Vegan Broccoli Poppers,50,19
651,Organic Salted Butter,36,16
652,Garden Strawberry Fruit Spread,88,13
653,"Flax, Oat Bran & Whole Wheat Flour Tortillas",128,3
654,Ultra Thin Super Long with Wings Pads,126,11
655,Fettucine Paglia & Fieno Enriched Egg Pasta,131,9
656,Biotin Super Strength 7500 mcg Tablets,47,11
657,"Nutrition Bar, Raw Organic, Pineapple Almond + Raw Protein",3,19
658,Keebler Sandies Cashew 12.8 Oz,61,19
659,Zero Strawberry Lemon,115,7
660,Foldit Flatbreads Artisan Rosemary & Olive Oil,128,3
661,Sweet Lemon Rain Dance Bar,48,14
662,Ultra Concentrated Antibacterial Hand Soap Lemon Scent Dishwashing Liquid,74,17
663,Pico De Gallo,67,20
664,Cream Style Corn,81,15
665,Imitation Crabmeat,15,12
666,Whole Wheat Loaves,112,3
667,"Automatic Dish Packs, Lemon Verbena Scent",75,17
668,Chicken Liver Paté Canned Cat Food,41,8
669,The Santa Cruz Burrito,38,1
670,"Coconut Drink, Vanilla",91,16
671,Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,4,9
672,Double Berry Cheesecake,37,1
673,Chicken Base,69,15
674,Sponge Blossoms,114,17
675,"Thin Cakes, Puffed Multigrain",78,19
676,Sunset Blush,6,2
677,Peach Aloe Vera Drink,98,7
678,Original Minis Pretzel Chips,107,19
679,Awesome Strength Paper Towels,54,17
680,Acne Dote Clean 'n Treat Towellettes,109,11
681,Whole Wheat Mini Toasts,78,19
682,Cruisers Diapers Jumbo Pack - Size 5,56,18
683,Town House Sea Salt & Olive Oil Flatbread Crisps,78,19
684,Organic Elmo Vegetable Soup,69,15
685,Organic Porcini Mushroom Risotto,4,9
686,Tea Tree + Sea Buckthorn Calming Shampoo,22,11
687,Cocktail Time Hummus,67,20
688,Sausage Gravy & Biscuit,52,1
689,"Antibacterial, Pomegranate & Tangerine Hand Soap with Moisturizer",127,11
690,Vegetable Hearty Garden Soup,100,21
691,Organic Promise Strawberry Fields Cereal,121,14
692,Skirt Steak,122,12
693,Tropical Brain Toniq,64,7
694,Greek & Chia Blood Orange Yogurt,120,16
695,Diet Dr Pepper Bottles,77,7
696,Tea Tree Replenishing Shampoo,22,11
697,Quick Cooking Steel Cut Oats,130,14
698,Baby's Mineral Lotion Spf 50,25,11
699,Sugo Rosa Pasta Sauce,9,9
700,Jet Fuel Dark Roast Whole Bean Coffee,26,7
701,Blueberry Blast Bar,3,19
702,Cheese Spread Port Wine,2,16
703,Traditional No Fat Refried Beans,59,15
704,Outlast Xtend Clean Lavender Invisible Solid,80,11
705,Fajita Flour Tortillas,128,3
706,Furniture Polish Lemon Scent,114,17
707,XyliWhite Platinum Mint Toothpaste Gel,20,11
708,Unscented Regular Sleek Tampons,126,11
709,Soft Eating Mango Flavor Liquorice,45,19
710,Garlic Barrel Pickles,110,13
711,Vegetarian Brown  Gravy Mix,5,13
712,Direct Trade El Diablo Dark Roast Whole Bean Coffee,26,7
713,Pink Moscato California,6,2
714,Breakfast Blend Light Roast K-Cup Packs,26,7
715,Vitamin C Formula 1000 mg Vegetarian Tablets,47,11
716,Mouthwash Clean Mint Listerine® Zero™,20,11
717,Sweeper Open Window Fresh Scent Wet Mopping Cloths Refill,114,17
718,Traditional Chicken Tuscany Soup,69,15
719,Scars Cream + SPF 30,118,11
720,Artisan Spiced Pecan Turtle Ice Cream,37,1
721,Sweet Chai of Mine Chai Tea Bags,94,7
722,Snack Sticks Chicken & Rice Recipe Dog Treats,40,8
723,Movie Theater Butter Pop Corn,23,19
724,Pods Spring Meadow Detergent + Stain Remover + Brightener,75,17
725,Ceylon Cinnamon,104,13
726,Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn,23,19
727,HE Turbo Powder Original  Laundry Detergent,75,17
728,"Wraps, Turmeric",128,3
729,Superfood Bar Goji Acai Organic,3,19
730,Restorative Biotin Conditioner,22,11
731,Wild Mushroom Vegetarian Quarter Loaf,14,20
732,Lemon Fresh Multi Surface Cleaner,114,17
733,Cinnamon Pop'ettes,61,19
734,Salame All Natural Uncured Pepperoni,96,20
735,Four Cheese Pizza Frozen Sandwiches,129,1
736,"Beer, IPA",27,5
737,100% Whole Wheat Flour Burrito Tortillas,128,3
738,Almond Breeze Unsweetened Almond Coconut Milk Blend,91,16
739,Gourmet Australian Style Liquorice,45,19
740,Celery Heart,123,4
741,Bean Threads,66,6
742,Organic Raw Coconut Aminos,72,13
743,Pepperoni Party Pizza,79,1
744,Organic Four Bean Feast Baby Food,92,18
745,Complete Funfetti Buttermilk Pancake & Waffle Mix,130,14
746,Honeydew Hawaiian Shampoo,22,11
747,Xylitol Sweetener,17,13
748,Romaine,123,4
749,Dark Chocolate Bar 68% Cacao,45,19
750,Marble Cake Slice,8,3
751,Clean Day Countertop Spray,114,17
752,Tomatillos Tomatoes,30,6
753,Milk Chocolate Toffee Bits,17,13
754,Hydro Silk Women's Sensitive Skin Refill Blades,55,11
755,Skim Milk sharp Cheddar Cheese Singles,21,16
756,Malt Vinegar & Sea Salt Kettle Cooked Potato Chips,107,19
757,Premium Deli Hard Salami,96,20
758,No Sugar Added The Original Fudge Pops,37,1
759,Pain Reliever and Fever Reducer Cherry Infant Drops,11,11
760,Cracker Trio Selected Favorites,78,19
761,Tidy Cats 4-in-1 Strength Cat Litter,41,8
762,100% Columbian Coffee,26,7
763,Lemonade Flavor Drink Mix,90,7
764,Classic Butter Microwave Popcorn,23,19
765,Swaddlers Diapers Jumbo Pack Size Newborn,56,18
766,Refried Beans Vegetarian,30,6
767,Organic Fiber Fruit Blend,116,1
768,Nacho Grain-Free Tortilla Chips,100,21
769,Sliced American Cheese,21,16
770,Preference Fade-Defying Color + Shine System 9.5NB Lightest Natural Blonde,22,11
771,Butter Flavor Pan Popcorn,23,19
772,Deluxe White Cheddar & Bacon Macaroni & Cheese Dinner,4,9
773,Double Control Small Roach Baits Insecticide,87,17
774,Organic 100% Whole Wheat Rigatoni,131,9
775,Organic Dried Cranberries,117,19
776,Fruit Salad Gummi Candy,45,19
777,Teensy Fruits Baby Fruit Snacks Berry,92,18
778,All Natural Homestyle California Lemon Limeade,31,7
779,Cat Treats Hair Ball Control Chicken,41,8
780,Breadstick,112,3
781,Organic Shredded Mild Cheddar,21,16
782,"85% Lean, 15% Fat Ground Turkey (013021)",49,12
783,Mega Mag,47,11
784,Organic Vegetable Tray,83,4
785,Get Lost Weight Loss Tea,94,7
786,Thick Gel Toilet Bowl Cleaner,114,17
787,Coconut Lime Lip Balm,73,11
788,XXX Acai Blueberry Pomegranate,64,7
789,Ultimate Absorbency Regular Length,126,11
790,Garbanzo Beans,59,15
791,Creamy Chocolate Sugar Free Powder Coffee Creamer,53,16
792,Organic Pasteurized Apple Juice,98,7
793,Organic Spinach Quinoa Powermeal Bowl,123,4
794,Pad Thai Rice Noodles,66,6
795,"Organic Fuel, High Protein Milk Shake, Vanilla",65,11
796,Chocolate Reese's Peanut Butter Cup Creme Oreo,61,19
797,Unstopables Downy Unstopables Dreams In-Wash Scent Booster Fabric Enhancer 13.2oz Fabric Enhancers,75,17
798,Mega Shower Foamer with Ultra Cling Trigger,114,17
799,Fresh Cut Specialties Cut Golden Wax Beans,81,15
800,Organic Classic Caraway Kraut,110,13
801,Advanced Care Skin Renew Anti-Perspirant Deodorant,80,11
802,Organic Super Berry Juice,31,7
803,Heirloom Boysenberries,116,1
804,Ratatouille,100,21
805,Vitamin D3 1000 I.U Vegetable Capsules,47,11
806,100% Cranberry Juice Blend,98,7
807,For Chicken Marinade,5,13
808,Wild Raspberry Hibiscus Caffiene Free Herbal Tea Bags,94,7
809,Bolani Pumpkin Filled Flatbread,13,20
810,Organic Honey Mustard,72,13
811,Chocolate Decorating Cookie Icing,97,13
812,Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free,57,14
813,Spinach Pesto,9,9
814,Trix Cotton Candy Yogurt,120,16
815,Orange Flavored Sports Drink,64,7
816,Calcium Lime & Rust Remover,114,17
817,3rd Foods Chicken Noodle Dinner,92,18
818,Micro Craft Beer,27,5
819,Totality Multi-Symptom Relief,44,11
820,Vanilla Almond Butter Squeeze,88,13
821,Cranberry Urinary Tract Health,126,11
822,Spicy Jalapeno Ranch Popcorn,23,19
823,Refreshing Ocean Breeze Body Wash,127,11
824,Flourless Chocolate Truffle Cake,8,3
825,Cream Cleanser for Normal to Dry Skin,109,11
826,Original No-Stick Cooking Spray,19,13
827,Albacore Chunk White Tuna in Water,95,15
828,Euro Sponge Cloths,114,17
829,Compleats Good Mornings Bacon Breakfast Scramble,4,9
830,Skinny Wheat Buns,112,3
831,All Natural Premium Cornish Hen,34,1
832,High Protein Chocolate Light Milk Shake,65,11
833,Hearts Assortment,45,19
834,Single Classic Canned Meat,59,15
835,Lemon Verbena Bar Soap,25,11
836,Sliced Onion Bagels,93,3
837,California Merlot,28,5
838,"Goat Cheese, Spreadable, Breakfast, Fig",51,13
839,Glass Bottles,77,7
840,Coco Joe Pumpkin Seeds,117,19
841,Thick Cut Italian 7-Herb Blend Crispbreads,78,19
842,Sugar Free Fruit Juicy Red Drink Mix,90,7
843,Mountain Stream Fabric Softener,75,17
844,Polska Kielbasa,106,12
845,NyQuil Severe Cold & Flu,11,11
846,Apple Green Cups,111,17
847,Gluten Free Sugar Cookie Mix,105,13
848,"Cat Food, Premium, Adult Cat Formula",41,8
849,Blueberry & Banana Tiny Fruits Freeze Dried Snacks,92,18
850,Crunchy & Soft Taco Dinner Kit,30,6
851,Chile Con Queso Potato Crisps,107,19
852,Light String Cheese,21,16
853,Crunchy Granola Bars Variety Pack,48,14
854,Traditional Red Miso,66,6
855,Clamato Chelada Beer,27,5
856,Asiago Cheese Bread,21,16
857,Grilled Asparagus,123,4
858,"Pomegranate Coconut Sparkling Probiotic Drink, Organic",31,7
859,2-Ply Everyday Napkins,54,17
860,Chicago Steak & Chop Cracked Pepper & Garlic Blend,104,13
861,Every Woman Multivitamin,47,11
862,Unsweetened Original Organic Soy Non-Dairy Beverage,91,16
863,ArtiHearts Fresh Grilled Artichokes,123,4
864,Stainless Steel Strainer,10,17
865,Automatic Toilet Bowl Cleaner Bleach & Blue Rain Clean Scent Pack,114,17
866,Flavor & Fiber Banana Walnut Bar,3,19
867,No Wax Floss Classic 490,20,11
868,Cleanse & Replenish 2-in-1 Shampoo,22,11
869,Organic Mango Mania ZFruit and Veggie Rope,3,19
870,Just Fruit Salad,50,19
871,Rose & Apricot Hair Milk,22,11
872,Power Greens,31,7
873,Graduates Lil' Meals Spaghetti Rings In Meat Sauce,92,18
874,Cherry Pie,8,3
875,Ginger Berry Kombucha,31,7
876,Vitamin B6 100 mg,47,11
877,Ultra-Filtered Whole Milk,84,16
878,Moisturizing Lavender Body Wash,25,11
879,Baby Dry Diapers Size 4,56,18
880,Organic Smooth Move Chamomile Laxative Tea Bags,94,7
881,Heavy Duty Scrub Sponges,114,17
882,Fingerling Potato,83,4
883,Peanut Butter Chocolate Chip Bar,3,19
884,Dried Parsley Flakes,104,13
885,Lunchmakers Pizza Pepperoni with Nestle Crunch Bar,13,20
886,Whole Grain Salad with Roasted Pecans & Mango Vinaigrette,1,20
887,Creamy Supreme Buttercream Frosting,97,13
888,Clean Freak Refreshing Dry Shampoo,22,11
889,Oatnut Bread,112,3
890,Organic Diced Tomatoes,81,15
891,Liquid Water Enhance Ice Van Java,100,21
892,White Tea Lavender Probiotic Kefir Water No. 2,94,7
893,"Vitamin E Oil 45,000 IU",109,11
894,Greek 100 Calories Vanilla Fat Free Yogurt,120,16
895,YoKids Squeeze Organic Blueberry Blue Yogurt,120,16
896,Children's Bubblegum Flavor Suspension,11,11
897,Pearl Active Duopack Tampons,126,11
898,Saucy Ginger Mandarin Dressing,89,13
899,Colby Jack Cheese Slices,21,16
900,"Fava Crisps, Santa Barbara Ranch",107,19
901,Dark Chocolate Peanut Candy,45,19
902,"Baked Rice Crisps, Sour Cream & Wasabi, Medium",78,19
903,Gluten Free Sugar Cones,103,19
904,"Tofu, Gluten Free, Garlic Pepper",14,20
905,Fish Oil with Vitamin D 1000mg,47,11
906,Chamomilla 30 C,47,11
907,Premium Sliced Bacon,106,12
908,Onion & Herb Salt-Free Seasoning Blend,104,13
909,Calcium Magnesium Citrate Plus Vitamin D3 Natural Mixed Berry Flavor,47,11
910,Nutri-Grain Harvest Hearty Breakfast Bars Country Strawberry,48,14
911,"Protein Shake, Organic, Banana Creme",64,7
912,Mushroom Stems & Pieces in Water,81,15
913,Dry Pasta Lasagne,131,9
914,"Cold & Cough Formula, Effervescent Tablets, Citrus",11,11
915,Ultra Soft & Strong Double Roll Bath Tissue,54,17
916,Majestic Roast Ground Coffee,26,7
917,All Time Great's Candy Assortment,45,19
918,Light Brie Soft-Ripened Cheese Mini-Wheel,2,16
919,Apricot Fruit Roll,50,19
920,Coconut Yogurt,120,16
921,Black Salt Caramel Dark Chocolate Bar,45,19
922,Chipotle & Roasted Garlic Seasoning,104,13
923,Country Fresh Old Fashioned Horseradish,88,13
924,2 In 1 Laundry Detergent,75,17
925,Southern Style Diced Hash Brown Potatoes,129,1
926,Crispy Thin Crust White Pizza,79,1
927,"Cabernet Sauvignon, Central Coast, 2011",28,5
928,Chunky Classic Chicken Noodle Soup,69,15
929,New England Clam Chowder Condensed Soup,69,15
930,ULTRACLEAN™ Cool Mint ULTRACLEAN™,20,11
931,Lash Discovery Waterproof Mascara - Very Black,132,11
932,Vegetable Pie In A Pocket Sandwich,38,1
933,Roarin' Waters Wild Cherry Water Beverage,98,7
934,Mini Pre-Sliced Blueberry Bagels,93,3
935,Premium Apple Juice,98,7
936,Butterfinger Smooth & Crunchy Peanut Butter Cups,45,19
937,Buffalo Style Chicken Strips,129,1
938,"Disinfectant Spray, Crisp Linen Scent",114,17
939,Annie's Bunny Fruit Snacks Variety,50,19
940,Bathroom Tissue,54,17
941,Smoked Atlantic Nova Salmon,15,12
942,Echinacea & Elderberry Organic Herbal Tea,94,7
943,Magnesium Citrate Caplets,47,11
944,Vanilla Orange Swirl Ice Cream,37,1
945,Fruit Punch Juice Drink,98,7
946,Seasonal Oikos Greek Yogurt,120,16
947,Cracker Crunchers Bologna with Nestle Butterfinger Bar LunchMakers,13,20
948,Superior Spot & Film Protection Jet-Dry Dishwasher Rinse Aid,74,17
949,Sensitive Shave Gel with Aloe,55,11
950,Toll House Ultimate Chocolate Peanut Butter Deluxe Cookie Dough,105,13
951,Vitamin D3 Cholecalciferol Softgels,47,11
952,"Flaxseed Meal, Whole Ground",17,13
953,Plain Fat Free Yogurt,120,16
954,Simple White Down East Crackers,78,19
955,Cheddar Chex Mix,125,19
956,Shampoo Baby Shampoo,102,18
957,Key Lime Moisture Shave,55,11
958,Almond Extract,47,11
959,Chicken & Vegetable Stir Fry Café Steamers,38,1
960,Villager Ipa,27,5
961,Grape Sunflower Butter Sunwiches,13,20
962,Organic Roasted Garlic Vinaigrette Dressing Organic,89,13
963,Unsalted Beef Broth,69,15
964,Toothpicks,87,17
965,Maxtra Cartridge Water Filter Refills,87,17
966,Pear Hard Cider,27,5
967,Gluten Free Soft & Chewy Snicker Doodle Cookies,8,3
968,Zipper Bags Sandwich - 50 CT,85,17
969,Petite Green Peas,116,1
970,Salmon and Tuna Formula Dry Cat Food,41,8
971,Chicken Alfredo with Rotini,38,1
972,Linguine No 7 Pasta,131,9
973,8 X 6 Cutting Board,10,17
974,Organic 54% Cocoa Dark Chocolate Bar,45,19
975,Creamy Vanilla Soy Milk Frozen Dessert,37,1
976,Cavity Protection Regular Flavor Toothpaste,20,11
977,Deli Spicy Brown Mustard,72,13
978,Mallow Oats Cereals,121,14
979,Odor Control Home Trash Compactor Bags 18 Gallon,60,17
980,Automatic Toilet Bowl Cleaner with Bleach,114,17
981,Garlic Naan,128,3
982,Aged Gouda Cheese,2,16
983,Strawberry Pomegranate,3,19
984,Cucumber Witch Hazel With Aloe Vera,109,11
985,Peanut Butter Bars,3,19
986,Crushed Pineapple in 100% Juice,99,15
987,Naturals Antiseptic Adult Mouthwash Herbal Mint,20,11
988,Cranberrry  Almond Soft & Chewy Granola Bar,3,19
989,Chapatti Chicken Tikki Masala Wrap,38,1
990,Diced Pancetta,96,20
991,Red Sweet Mini Pepper,100,21
992,Thin Crust Pepperoni & Pesto Pizza,79,1
993,Mild Diced Tomatoes with Green Chilis,81,15
994,Shake n Pour Buttermilk Pancake Mix,130,14
995,Sausage Smoked Sweet German Brand,106,12
996,Honey Cinnamon Nut-Thins  Crackers,125,19
997,Mini Double Chocolate Ice Cream Bars,37,1
998,Hot Chopped Green Chili,104,13
999,Original Organic Ville BBQ Sauce,5,13
1000,Apricots,18,10
